country,product,value_max,value_min,value_mean,value_median,value_std,annual_change_mean,annual_change_median,annual_change_std,3_year_avg_mean
Italy,Total kerosene production,3549.296,315.711,1421.2936666666665,398.874,1843.3731226060372,-23.53334947855717,-5.836575875486383,60.69019558503793,1003.4019444444443
Italy,Total oil production,16239.082,382.795,12102.944625,15894.95075,7817.921787260254,-1.9626230160095182,-2.6468812927505803,4.610701976348254,4598.257354166667
Italy,Total oil products production,49242.837,367.527,12219.64492857143,9049.5235,16681.353692896195,-15.114162235638162,-5.836575875486383,33.93149099817143,4623.182321428571
Japan,Crude oil,54684.8215,-205.471,23189.570642857143,355.201,28861.04611285631,-16.278669155611116,-5.836575875486383,33.53453480083016,8307.109845238096
Japan,Gasoline and diesel,35722.259,3230.098,14114.747666666664,3391.886,18712.8285770573,-33.70375619765884,-5.836575875486383,49.194072110898695,5234.553277777777
Japan,Liquified Petroleum Gas,10852.039,1191.432,4440.275000000001,1277.354,5552.916696772337,-33.59750042478508,-6.726561313465185,47.31467440228525,2009.7290555555555
Japan,Middle distillates,4911.148999999999,-537.3933,3497.018675,4807.1595,2690.055380863119,-3.4602720208830733,-3.9527607260866073,2.8593496367551023,1806.2977291666668
Japan,Naphtha,29701.533499999998,2400.293,11533.694166666666,2499.256,15733.888201909996,-33.79390179471209,-5.836575875486383,50.05772979320988,4374.202111111111
Japan,Other oil products,10404.868999999999,715.443,3979.6189999999992,818.545,5564.668514608574,-36.85513280052056,-12.595764435675495,47.99123280103513,1856.1770555555552
Japan,Residual fuel oil,7763.594499999999,21.166,1781.7629285714283,1068.116,2666.528168386757,-18.9730123522424,-5.836575875486383,33.02259790638505,1160.3817023809522
Japan,Total gas oil production,28363.561999999998,-59.678,5470.215999999999,1634.527,10133.461605772547,-16.858454426976397,-5.836575875486383,32.585699225989465,2393.7157738095234
Japan,Total kerosene production,17462.358,2699.691,7629.453666666667,2726.312,8515.555348347772,-29.79681340009776,-5.836575875486383,47.53151152503946,3072.788611111111
Japan,Total oil production,67313.117,-537.3933,49837.223175,66286.5845,33587.35547303532,-3.4067743626436027,-3.4710160189580286,2.807653675847529,17253.0325625
Japan,Total oil products production,140270.21500000003,-537.3933,29287.41231428572,12672.381,49203.75617059221,-16.39055820769176,-5.836575875486383,32.507914548781415,10355.529559523811
Latvia,Crude oil,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,567.468630952381
Latvia,Gasoline and diesel,1074.6779999999999,82.396,417.14399999999995,94.358,569.4725570455523,-36.577902674426774,-12.677250471608136,47.44479011602867,668.6853888888888
Latvia,Liquified Petroleum Gas,76.343,8.23,31.702333333333332,10.534,38.67711137524794,-22.353713981416604,-5.836575875486383,60.32778706206208,540.2048333333333
Latvia,Middle distillates,359.559,-3.6,261.54375,345.108,177.06784161515608,-1.1444928000932386,-2.2366292914191566,5.703936397233307,683.3233124999999
Latvia,Naphtha,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,529.6373888888888
Latvia,Other oil products,67.695,1.586,23.768999999999995,2.026,38.04166803650965,-25.25032181926448,-5.836575875486383,64.91496828074955,537.5603888888888
Latvia,Residual fuel oil,0.0995,0.0,0.014214285714285716,0.0,0.03760746506441811,-19.288493607559758,-5.836575875486383,35.59042897596614,567.473369047619
Latvia,Total gas oil production,156.96550000000002,4.0,34.92735714285715,17.085,54.15557851744845,-11.546644917664656,-5.836575875486383,38.938417247922175,578.9206071428571
Latvia,Total kerosene production,106.80949999999999,10.189,43.13249999999999,12.399,55.15696938511034,-24.86903478032148,-5.836575875486383,58.44756301070155,544.0148888888888
Latvia,Total oil production,399.796,-2.6,286.789875,374.98175000000003,193.4222122354682,-0.6551779878269937,-0.8663969691881657,5.992897016348124,691.6553541666666
Latvia,Total oil products production,1482.5905,-2.6,410.87728571428573,365.9275,497.9867176628859,-15.093075733776823,-5.836575875486383,34.01981916324611,704.5515357142857
Lithuania,Crude oil,431.75,2.0,183.24285714285716,27.55,217.88674892508462,-18.144081678416022,-5.836575875486383,32.623130523183505,628.368630952381
Lithuania,Gasoline and diesel,1830.1,145.2,709.8333333333334,154.2,970.1898285043671,-34.41579422243871,-5.836575875486383,49.50065821752605,766.2485
Lithuania,Liquified Petroleum Gas,129.2,12.1,52.43333333333333,16.0,66.51047536541392,-21.413281946469777,-5.836575875486383,62.8966908935957,547.1151666666666
Lithuania,Middle distillates,408.9,-3.3,298.9625,395.125,201.6615868850585,-3.5710106750871913,-5.266050226811419,3.808604966139838,695.7712291666667
Lithuania,Naphtha,1.25,0.0,0.4166666666666667,0.0,0.7216878364870322,-37.224383916990924,-5.836575875486383,54.36527826610484,529.7762777777778
Lithuania,Other oil products,210.35,6.1,75.14999999999999,9.0,117.09561264197733,-44.59340492806118,-32.22222222222223,46.20179404590393,554.6873888888889
Lithuania,Residual fuel oil,129.4,0.3,56.550000000000004,27.200000000000003,56.75734166901524,-18.52215867190844,-5.836575875486383,38.616405709087665,586.2472023809523
Lithuania,Total gas oil production,269.6,23.4,102.32857142857142,95.2,86.49459933594534,-6.423010171006831,-5.836575875486383,41.85364325809197,599.1210119047619
Lithuania,Total kerosene production,88.7,6.1,34.233333333333334,7.9,47.17810226506926,-23.150421762402534,-5.836575875486383,63.12228263501066,541.0485
Lithuania,Total oil production,1093.4,53.7,824.0625,1074.575,513.6553244070061,-2.5342422753411697,-3.13881813877388,3.938939139064199,866.0545625
Lithuania,Total oil products production,2556.4,49.9,718.157142857143,645.2,851.1703293253412,-15.848548039400187,-5.836575875486383,33.71040916731738,804.4781547619048
Luxembourg,Crude oil,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,567.468630952381
Luxembourg,Gasoline and diesel,1561.9450000000002,108.503,594.6523333333333,113.509,837.7037616301681,-34.326547186376374,-5.836575875486383,50.586363161108686,727.8548333333333
Luxembourg,Liquified Petroleum Gas,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,529.6373888888888
Luxembourg,Middle distillates,65.4855,9.309,47.589375,57.781499999999994,25.897258083225076,-7.2013435231208485,-6.472891628636596,1.9744619713346747,610.9294375
Luxembourg,Naphtha,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,529.6373888888888
Luxembourg,Other oil products,54.069,2.113,19.817666666666668,3.271,29.668175160149865,-15.708336549070518,-5.836575875486383,75.93063499887096,536.2432777777777
Luxembourg,Residual fuel oil,0.0925,0.0,0.013214285714285715,0.0,0.03496171375335352,-19.288493607559758,-5.836575875486383,35.59042897596614,567.4730357142856
Luxembourg,Total gas oil production,341.983,-0.841,60.44007142857142,7.411,124.74965871510717,-13.477962253382618,-5.836575875486383,34.823131386392255,587.655369047619
Luxembourg,Total kerosene production,528.8505,44.535,208.97116666666668,53.528,277.06011880561834,-25.74079163326472,-5.836575875486383,58.484006589542304,599.2944444444444
Luxembourg,Total oil production,72.037,8.468,52.6905,65.1285,29.760929292166484,-6.470932749601063,-5.836575875486383,1.5392803557299577,612.6998958333332
Luxembourg,Total oil products production,2486.94,8.468,440.5505714285714,72.037,905.0424893373528,-17.305502907324843,-5.836575875486383,33.28947858889299,713.9155833333333
Mexico,Crude oil,95624.21549999999,-167.0,17144.673642857142,2750.0,34743.03846815905,-15.26162668430606,-5.836575875486383,33.807509932847154,6290.312226190475
Mexico,Gasoline and diesel,13069.0,1167.0,5172.333333333333,1281.0,6838.951479088979,-34.97801739866653,-8.899297423887587,47.84657503642525,2253.7484999999997
Mexico,Liquified Petroleum Gas,4677.0,466.0,1888.0,521.0,2415.501397225843,-28.02344961819013,-5.836575875486383,54.424117761961774,1158.970722222222
Mexico,Middle distillates,639.0,-31.0,437.0,570.0,315.74145541354983,-7.479440593817166,-5.836575875486383,4.657718122299809,744.0920624999999
Mexico,Naphtha,1274.5,85.0,486.1666666666667,99.0,682.7525784157342,-27.565568522930572,-5.836575875486383,58.03614003298967,691.6929444444444
Mexico,Other oil products,2796.5,201.0,1090.1666666666667,273.0,1478.166459954133,-20.942708159895044,-5.836575875486383,65.63368374362109,893.0262777777776
Mexico,Residual fuel oil,4162.5,224.0,936.5714285714286,463.5,1428.6804059624224,-12.2772599386236,-5.836575875486383,37.69297132240856,868.9924404761904
Mexico,Total gas oil production,26039.671000000002,-35.0,4779.238714285714,891.0,9417.394791655046,-15.909379995050262,-5.836575875486383,33.201525401835546,2162.2148690476192
Mexico,Total kerosene production,3411.0,379.0,1393.0,389.0,1747.6464173281734,-30.695647445644884,-5.836575875486383,50.57466594120852,993.9707222222222
Mexico,Total oil production,4908.0,36.0,3670.0,4868.0,2422.744999650878,-2.743310847441088,-3.041390112548281,3.604809940491869,1816.1753958333334
Mexico,Total oil products production,55430.171,203.0,10337.810142857143,2175.0,19963.699383676867,-15.081154160059238,-5.836575875486383,33.56718491820755,4003.738678571429
Netherlands,Crude oil,6592.451,-234.869,2496.289142857143,917.0595000000001,2936.6268469286147,-9.122621003663225,-5.836575875486383,44.23175127637433,1410.74925
Netherlands,Gasoline and diesel,6137.3814999999995,469.932,2363.5608333333334,483.369,3268.231472274046,-31.773448326347477,-5.836575875486383,52.6347654335652,1317.491
Netherlands,Liquified Petroleum Gas,2004.6465,198.02,802.4528333333334,204.692,1041.1356002106947,-30.86305614213565,-5.836575875486383,51.5257178651657,797.1216666666666
Netherlands,Middle distillates,3467.359,51.859,2539.26325,3318.9175,1659.8115887048493,-2.5956130488520217,-4.796807006579157,5.189007576623836,1437.9415625
Netherlands,Naphtha,6506.893,440.576,2469.3423333333335,460.558,3496.6357201610713,-31.510079169536173,-5.836575875486383,53.701225724686495,1352.7515
Netherlands,Other oil products,2958.788,278.718,1195.0330000000001,347.593,1527.8447946126596,-23.90173770584705,-5.836575875486383,59.730950700936454,927.9817222222222
Netherlands,Residual fuel oil,2233.854,0.0,931.6362857142857,16.368,1157.7404663892312,-18.300630236540027,-5.836575875486383,36.15298971836312,877.2346309523809
Netherlands,Total gas oil production,3874.2529999999997,22.213,1089.3827142857142,713.881,1296.966412733025,-20.5162986495155,-5.836575875486383,34.09406969753738,929.5384404761904
Netherlands,Total kerosene production,2785.114,245.305,1100.0936666666666,269.862,1459.3220701313103,-29.00601817806891,-5.836575875486383,54.43467062661274,896.3352777777777
Netherlands,Total oil production,16309.994,21.685,11122.661,14079.4825,7475.084447330122,-2.555485876355279,-5.836575875486383,12.592031498506717,4301.588645833333
Netherlands,Total oil products production,24267.082499999997,256.554,8061.5109999999995,8926.995,8166.056620783258,-14.998651952755596,-5.836575875486383,34.36714517132778,3242.4221071428574
New Zealand,Crude oil,925.0,-73.0,192.07142857142858,77.0,331.28417164264334,-25.291119044358187,-5.836575875486383,33.994851085592764,634.968630952381
New Zealand,Gasoline and diesel,3271.0,260.0,1279.6666666666667,308.0,1724.7122465308041,-37.334970250212926,-15.58441558441559,46.371791265681935,956.1929444444444
New Zealand,Liquified Petroleum Gas,175.5,15.0,68.5,15.0,92.66471820493493,-32.42985577615928,-5.836575875486383,51.198772576419074,552.4707222222222
New Zealand,Middle distillates,410.0,63.0,254.625,272.75,143.29071556338417,9.99267119666205,-0.5730721778932857,25.135232350495315,675.4670624999999
New Zealand,Naphtha,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,529.6373888888888
New Zealand,Other oil products,333.0,9.0,122.0,24.0,182.88520989954327,-53.709789556093064,-62.5,44.13951477846737,570.3040555555555
New Zealand,Residual fuel oil,62.5,3.0,19.642857142857142,14.0,20.92987156696199,-4.232431551363121,-5.836575875486383,45.751357052902684,573.6352976190476
New Zealand,Total gas oil production,2201.0,24.0,470.57142857142856,221.0,766.4219588761918,-17.08772312080496,-5.836575875486383,32.84852591742886,723.1829166666666
New Zealand,Total kerosene production,701.0,112.0,315.0,132.0,334.4353450220236,-24.000752518240045,-5.836575875486383,53.3135529097247,634.6373888888888
New Zealand,Total oil production,824.5,22.0,600.375,777.5,387.7029307343446,-2.782438971307669,-5.836575875486383,9.653186210058145,794.1337291666666
New Zealand,Total oil products production,6744.0,95.0,1452.2857142857142,655.0,2343.535343185996,-14.682541410649096,-5.836575875486383,34.6144252682035,1047.0400595238095
Norway,Crude oil,92513.1035,-320.296,16421.527928571428,2467.839,33718.17401664045,-9.914355653146467,-5.836575875486383,38.24307328407131,6056.563464285713
Norway,Gasoline and diesel,4924.815500000001,341.042,1885.0121666666666,389.179,2632.65693201765,-36.76767556891127,-12.368858545810546,48.02829834706306,1157.9747777777777
Norway,Liquified Petroleum Gas,1338.3899999999999,113.109,563.09,237.771,674.3164843461858,4.276196519763744,-5.836575875486383,101.26089973197217,717.3340555555556
Norway,Middle distillates,892.471,-15.291,592.986375,747.38275,415.3950157724121,3.0492821402983106,-5.836575875486383,19.393075428621252,794.7784374999999
Norway,Naphtha,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,529.6373888888888
Norway,Other oil products,1947.569,72.302,718.3679999999999,135.233,1064.9842259352952,-48.47604431907706,-46.53523917978599,43.64224894792457,769.0933888888889
Norway,Residual fuel oil,73.16,0.796,31.56157142857143,30.217,31.314946478516948,-10.120531023730738,-5.836575875486383,44.52452101326127,577.95125
Norway,Total gas oil production,700.81,-5.362,194.18685714285715,164.38400000000001,237.23697782346142,-12.146147548622356,-5.836575875486383,36.377292855082516,632.4529166666665
Norway,Total kerosene production,505.6895,69.809,216.81449999999998,74.945,250.1862682937455,-32.62308076471236,-6.853025552071513,45.51815351914127,601.9088888888888
Norway,Total oil production,3922.467,-391.006,2524.68225,3283.634,1972.5477195237254,3.3053436467957056,2.927507462480061,10.574195819146327,1469.9866458333333
Norway,Total oil products production,9447.491,-70.71,2174.1164285714285,1258.7469999999998,3255.1996923783267,-12.948024770240679,-5.836575875486383,36.77498438063866,1295.54125
Poland,Crude oil,6976.614,0.0,3090.9840714285715,898.642,3538.6747754774005,-16.18731259281019,-5.836575875486383,33.10272563282638,1597.7966547619046
Poland,Gasoline and diesel,18712.3115,1377.505,7245.090166666666,1645.454,9931.808646837271,-37.77578157130685,-16.284198768242675,46.56635132514376,2944.667444444444
Poland,Liquified Petroleum Gas,2508.0135,203.18,981.5885,233.572,1322.0101659536322,-36.511793821898216,-13.011833610193001,47.05404899939705,856.8335555555554
Poland,Middle distillates,2692.496,-25.441,1987.180625,2640.83375,1342.4978553730466,-3.7753386411268934,-4.734818027295789,2.84953804940989,1260.3556875
Poland,Naphtha,1203.5005,102.733,475.5948333333334,120.551,630.4477495836459,-36.866781702566286,-14.780466358636591,46.217117069613714,688.169
Poland,Other oil products,3014.3625,154.922,1108.8435000000002,157.246,1650.2282705022208,-34.032651948037916,-5.836575875486383,52.65684382342111,899.251888888889
Poland,Residual fuel oil,241.291,0.0,70.38885714285713,60.397,79.73136205916417,-5.085846747648676,-5.836575875486383,49.837111183736255,590.9315833333333
Poland,Total gas oil production,4983.791499999999,7.331,1169.2745,749.436,1705.286635144685,-14.471084976060888,-5.836575875486383,34.2594508737825,956.8777023809523
Poland,Total kerosene production,776.446,98.26,337.00233333333335,136.301,381.04439577342345,-38.73055214619638,-27.90955312140042,39.43416513557351,641.9715
Poland,Total oil production,10766.89,-30.834,7962.538625,10557.04925,5329.835231078747,-2.936104973511586,-3.9197284651378226,3.7144334336496008,3252.5911041666664
Poland,Total oil products production,31439.716500000002,-30.834,6838.180785714286,3736.066,10932.112089246226,-17.206247309480855,-5.836575875486383,32.96317408269814,2848.330511904762
Portugal,Crude oil,887.954,-114.884,350.4315714285714,0.0,475.1517070185259,-3.7406000151521037,-5.836575875486383,5.715058992692883,689.7498214285714
Portugal,Gasoline and diesel,4722.9785,394.845,1841.0331666666668,405.276,2495.8433203391564,-33.27647880059003,-5.836575875486383,50.37937222244296,1143.315111111111
Portugal,Liquified Petroleum Gas,835.115,41.531,306.83933333333334,43.872,457.50164487609584,-31.742245022667245,-5.836575875486383,55.10554572829003,631.9171666666666
Portugal,Middle distillates,1263.795,59.533,911.9826250000001,1162.30125,570.4470340939312,-3.39890280225616,-5.836575875486383,7.323501037934119,894.8751874999999
Portugal,Naphtha,518.3215,0.607,173.18483333333333,0.626,298.8971212617869,-34.19643960747861,-5.836575875486383,57.06253568915858,587.3656666666666
Portugal,Other oil products,600.4135,42.113,228.84316666666666,44.003,321.7907355488708,-31.444883671034415,-5.836575875486383,53.54559389016644,605.9184444444444
Portugal,Residual fuel oil,530.864,-98.026,144.08857142857144,114.271,200.08226258538193,-18.417220823213086,-5.836575875486383,40.775846835505575,620.1660595238094
Portugal,Total gas oil production,1032.3155,15.685,269.34514285714283,197.884,345.3519196431752,-14.277016765676219,-5.836575875486383,34.87713360986621,656.5034404761903
Portugal,Total kerosene production,1151.1685,112.482,465.1031666666667,131.659,594.2273727569132,-26.338836881891737,-5.836575875486383,56.50124329467302,684.6717777777777
Portugal,Total oil production,2735.33,-144.2,1958.25725,2620.9495,1403.0736995699535,-4.358778743401198,-4.4573473678233055,1.7139879077909232,1260.6111458333332
Portugal,Total oil products production,9391.176500000001,-29.316,2321.501071428572,1692.027,3197.3027758329686,-16.42754892249452,-5.836575875486383,33.721055891264875,1342.6983214285715
Slovakia,Crude oil,1037.654,0.124,392.6377857142857,46.565,479.43516007518826,-12.46569125446886,-5.836575875486383,38.32726199634873,696.1305119047619
Slovakia,Gasoline and diesel,1966.8229999999999,148.504,760.0203333333333,164.734,1045.1532712623223,-35.77106107842102,-9.852246652178675,48.41203065919318,782.9775
Slovakia,Liquified Petroleum Gas,89.1525,9.612,36.66583333333333,11.233,45.46201209343174,-35.889170769384535,-14.430695272856763,44.81637537362459,541.8593333333332
Slovakia,Middle distillates,339.861,33.25,247.59187500000002,308.62825,143.65578928836285,-2.453632359113361,-5.836575875486383,8.83135208803859,675.6018541666666
Slovakia,Naphtha,534.83,34.98,203.63766666666666,41.103,286.83731282093225,-27.263963899044754,-5.836575875486383,58.50295768982643,597.516611111111
Slovakia,Other oil products,23.941,-4.355,6.992999999999999,1.393,14.956132655202012,-129.79510020991628,-94.18152959358423,145.0815213150677,531.9683888888889
Slovakia,Residual fuel oil,103.577,-30.360500000000002,36.18342857142857,10.959,54.39052686852477,-4.14509280120351,-5.836575875486383,46.50929513859456,580.6842261904761
Slovakia,Total gas oil production,607.068,15.679,184.28207142857144,175.984,200.02838835409267,-17.216068287536824,-5.836575875486383,33.07180631701507,628.149369047619
Slovakia,Total kerosene production,33.183,2.162,12.651000000000002,2.608,17.78263189182074,-26.23071477112603,-5.836575875486383,59.727905413566326,533.8543888888888
Slovakia,Total oil production,1717.035,116.944,1206.605125,1496.22075,734.2610127507311,1.2253161077489805,-0.8936256144402299,8.858152284906993,988.2984374999999
Slovakia,Total oil products production,3224.6369999999997,70.379,832.3298571428571,652.3140000000001,1083.0746191351773,-16.535670918632867,-5.836575875486383,33.39526127533618,841.5605357142857
Slovenia,Crude oil,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,567.468630952381
Slovenia,Gasoline and diesel,1640.5,119.0,635.8333333333334,148.0,870.1876713291986,-38.803176908700166,-19.594594594594593,45.70566800478498,741.5818333333333
Slovenia,Liquified Petroleum Gas,80.5,7.0,31.833333333333332,8.0,42.14953538692133,-36.13289589224288,-12.5,46.822756771525,540.2484999999999
Slovenia,Middle distillates,469.5,-6.0,339.625,447.5,230.95359382352117,-4.886913029371478,-5.836575875486383,2.202787869823808,709.5503958333333
Slovenia,Naphtha,0.0,0.0,0.0,0.0,0.0,-5.836575875486383,-5.836575875486383,0.0,529.6373888888888
Slovenia,Other oil products,176.0,10.0,65.66666666666667,11.0,95.55277773740193,-30.0515858978894,-5.836575875486383,56.21695293460523,551.5262777777778
Slovenia,Residual fuel oil,1.5,0.0,0.21428571428571427,0.0,0.5669467095138409,-19.288493607559758,-5.836575875486383,35.59042897596614,567.5400595238095
Slovenia,Total gas oil production,396.5,7.0,129.14285714285714,139.0,132.71608615314696,-15.882049008343957,-5.836575875486383,33.704387128828955,610.1829166666666
Slovenia,Total kerosene production,15.5,1.0,5.833333333333333,1.0,8.371578903249574,-33.12832099075353,-5.836575875486383,52.4066283563397,531.5818333333333
Slovenia,Total oil production,651.5,-1.0,473.625,622.0,316.84943190733355,-4.4970665250111175,-4.656044651803221,1.5683678945992736,753.8003958333333
Slovenia,Total oil products production,2310.5,-1.0,653.7142857142857,611.0,776.1784511922745,-18.52410099140347,-5.836575875486383,32.33752934457453,785.4210119047618
South Korea,Crude oil,15754.452,-0.729,6822.371,1126.8575,8105.196957068805,-13.93396561314471,-5.836575875486383,34.706977292604236,2841.627011904762
South Korea,Gasoline and diesel,21401.010000000002,1830.221,8423.409000000001,2038.996,11239.416912658638,-35.51603824139948,-10.239107874659881,47.64451068738252,3337.4403888888896
South Korea,Liquified Petroleum Gas,10229.280999999999,802.443,3988.890666666666,934.948,5404.74264216404,-36.956367602347754,-14.172445954213497,46.86767989993334,1859.2676111111111
South Korea,Middle distillates,3118.58,120.715,2117.66675,2615.686,1354.3337784788937,1.2753128820263304,-5.836575875486383,14.875449832819555,1291.6713958333335
South Korea,Naphtha,41404.363,3384.97,16075.38,3436.807,21935.55804235121,-33.01475799589394,-5.836575875486383,50.868454634340196,5888.097388888888
South Korea,Other oil products,4763.824500000001,423.68,1871.9475000000002,428.338,2504.4400295450782,-32.644187237413675,-5.836575875486383,50.6007473579547,1153.619888888889
South Korea,Residual fuel oil,1523.4160000000002,-219.831,825.2380714285715,1341.19,771.2745367781625,-21.525089178534568,-5.836575875486383,32.064761503139884,853.0161309523809
South Korea,Total gas oil production,8590.958999999999,85.039,1890.0614999999998,933.982,2971.917011469406,-16.250007312839926,-5.836575875486383,33.39074336232703,1193.4396547619046
South Korea,Total kerosene production,6976.851000000001,856.952,2907.4533333333334,888.557,3524.2371864150027,-32.21922591591835,-5.836575875486383,47.68398111262398,1498.7884999999999
South Korea,Total oil production,24339.81,-137.009,17868.54375,23635.686999999998,12008.482248445758,-2.0872195188226863,-2.5651110675971034,4.399156548557082,6563.440729166666
South Korea,Total oil products production,94889.70449999999,-136.28,19558.368857142857,8322.9905,33372.77621101627,-15.491834030533854,-5.836575875486383,33.81841240955182,7093.414440476189
Spain,Crude oil,5195.292,-537.3933,2075.184242857143,3.364,2763.0980868111274,-8.258841518571407,-5.836575875486383,46.24917433885204,1284.7868690476191
Spain,Gasoline and diesel,28663.260000000002,2289.539,11210.065666666667,2677.398,15116.15370981634,-36.99404030321352,-14.486415542254083,46.67613179974814,4266.325944444445
Spain,Liquified Petroleum Gas,1886.246,187.44,758.9593333333333,203.192,976.2906601055515,-34.2721845715731,-7.752273711563451,47.602513818181436,782.6238333333332
Spain,Middle distillates,6109.989,-186.048,4483.646625,6005.32275,3113.730352702135,-2.6594828858411415,-3.6497568586514206,4.009190266924873,2105.8949375
Spain,Naphtha,1628.4814999999999,134.563,636.1171666666665,145.307,859.4295119078022,-34.769241267253655,-7.394000289043201,48.770294570861665,741.6764444444443
Spain,Other oil products,3328.8665,162.616,1266.7801666666667,308.858,1787.315505228745,-3.67355652865218,-5.836575875486383,92.54188783341299,951.8974444444444
Spain,Residual fuel oil,1731.1035,-137.443,675.7922857142858,824.381,664.8800456619887,-22.35429186179359,-5.836575875486383,35.078714350932295,799.2776309523808
Spain,Total gas oil production,5501.0935,-45.901,1453.305,1217.164,1850.635942502401,-16.220718164015004,-5.836575875486383,32.83620242637629,1054.0893928571427
Spain,Total kerosene production,4614.156,462.215,1873.3553333333332,543.695,2373.9526044974723,-26.063696958289047,-5.836575875486383,56.58511534626255,1154.0891666666666
Spain,Total oil production,14848.813,-537.3933,10783.818925,14411.928,7550.992172325375,-3.3335660091692225,-4.815823451187934,3.7699217745590343,4235.231145833333
Spain,Total oil products production,47353.206999999995,-316.514,12007.384714285714,9442.227,16028.30901289961,-16.496304054315377,-5.836575875486383,32.903761836886424,4585.002297619048
Sweden,Crude oil,1649.712,0.0,616.4993571428571,20.673,770.7776773802717,-4.5297409162365705,-5.836575875486383,12.635078212632056,771.983988095238
Sweden,Gasoline and diesel,5274.3295,399.257,2050.0628333333334,476.602,2792.56463051253,-37.67624789193716,-16.228425394773826,46.43991212052105,1212.9916666666666
Sweden,Liquified Petroleum Gas,803.7855,72.565,317.44916666666666,75.997,421.1831151602392,-30.69303899461211,-5.836575875486383,52.469840062414164,635.4537777777778
Sweden,Middle distillates,1954.295,-24.41,1311.340375,1657.7382499999999,901.560094135288,1.818176385198633,-1.674790332578835,10.51962389413009,1034.9896875
Sweden,Naphtha,296.28700000000003,17.102,110.36466666666668,17.705,161.0137460788157,-32.179522124182256,-5.836575875486383,53.93898714843503,566.425611111111
Sweden,Other oil products,749.5664999999999,44.547,282.70016666666663,53.987,404.3456544839864,-38.706612401384994,-17.485690999685122,47.20486487575334,623.8707777777777
Sweden,Residual fuel oil,492.242,15.122,263.9514285714286,331.264,232.28146495854057,-23.316878244819865,-5.836575875486383,35.379838932423034,654.7323452380951
Sweden,Total gas oil production,2163.1495,4.621,557.8902857142857,450.242,730.6560214974542,-15.352144907103726,-5.836575875486383,33.966841226783366,753.2120119047619
Sweden,Total kerosene production,538.4745,51.414,215.6265,56.991,279.6084745858931,-35.012847810290275,-9.785755645628258,47.15605501119147,601.5128888888888
Sweden,Total oil production,4756.891,-32.926,3455.8515,4549.7205,2330.6336627621968,-0.9842347552079245,-2.1824791976732816,5.934845556580045,1750.5363958333335
Sweden,Total oil products production,10156.8565,-53.599,3047.873714285714,3038.191,3419.1918502410754,-15.283368542236778,-5.836575875486383,34.56106609641741,1585.9788690476191
Switzerland,Crude oil,55.716,-4.94,20.750928571428574,0.0,27.633482273063496,-4.621359739133181,-5.836575875486383,9.545003137095796,574.6208452380952
Switzerland,Gasoline and diesel,4967.796,427.223,1941.6390000000001,429.898,2620.7291791394623,-32.60170659003624,-5.836575875486383,50.94107431488924,1176.8503888888888
Switzerland,Liquified Petroleum Gas,156.052,12.282,60.393,12.845,82.84360236614533,-33.99612455859216,-5.836575875486383,50.03785634592446,549.7683888888888
Switzerland,Middle distillates,2569.06,38.269,1877.272,2450.8795,1230.5952497884916,-2.634436972177795,-5.836575875486383,8.384246754584705,1218.4103125
Switzerland,Naphtha,17.343,0.0,5.981000000000001,0.6,9.844352848206936,-67.45898893710354,-96.54039093582425,53.39460241795659,531.6310555555555
Switzerland,Other oil products,324.58000000000004,14.44,117.91866666666668,14.736,178.97402583987807,-34.43508037865868,-5.836575875486383,52.88375817009743,568.9436111111111
Switzerland,Residual fuel oil,56.7255,-0.976,22.77892857142857,0.0,28.766862484504298,-5.13290496387939,-5.836575875486383,4.064354667771474,575.1080833333333
Switzerland,Total gas oil production,2110.199,14.421,757.8085714285714,927.538,725.1568226631757,-15.499960181773274,-5.836575875486383,33.74167512376875,819.3847738095237
Switzerland,Total kerosene production,1086.1915,115.428,444.3231666666666,131.35,555.9312866920544,-27.138613438133277,-5.836575875486383,54.78313019022097,677.745111111111
Switzerland,Total oil production,3648.9984999999997,46.266,2684.1483749999998,3520.6645,1762.3301892478119,-2.8597592564277106,-5.836575875486383,6.6052381616399405,1486.7026875
Switzerland,Total oil products production,8662.161499999998,51.206,2966.9223571428565,3345.48,2933.674684318865,-15.214378048334906,-5.836575875486383,33.996422690183614,1554.004369047619
Türkiye,Crude oil,7021.057,0.78,3523.522857142857,3512.3864999999996,3292.1028386876674,-13.093530463787365,-5.836575875486383,35.83809474215231,1741.939107142857
Türkiye,Gasoline and diesel,25052.9675,2291.822,9881.100833333332,2298.513,13139.222382078155,-32.132239474838805,-5.836575875486383,50.945124086944986,3823.3376666666663
