country,iso_code,primary_energy_consumption_max,primary_energy_consumption_min,primary_energy_consumption_mean,primary_energy_consumption_median,primary_energy_consumption_std,energy_per_capita_mean,energy_per_capita_median,energy_per_capita_std,fossil_share_energy_mean,renewables_share_energy_mean,energy_transition_index_mean
Sri Lanka,LKA,107.677,10.454,46.76568965517241,36.355000000000004,29.759675174023656,2491.3073448275863,2028.5304999999998,1204.4555700533085,83.371,16.629,0.1994578450540356
Sudan,SDN,107.986,15.199,48.95225581395349,32.256,33.96210064952165,1557.6881860465116,1223.551,691.1798779746213,,,
Suriname,SUR,13.78,5.539,10.076237704918032,10.0735,1.0791308030710818,21116.498295081965,21186.6925,1889.1469005652973,,,
Sweden,SWE,716.907,392.954,624.5482073170732,636.3775,53.590548931336706,69578.69896341463,69817.6955,5656.702087706331,36.874199186991866,35.240219512195125,0.9723234096690875
Switzerland,CHE,389.127,182.468,323.88044308943086,331.8295,33.125173115427835,45567.668491869925,46328.5855,4016.5243330913927,51.591276422764224,31.130674796747968,0.6059676118176386
Syria,SYR,310.272,80.689,166.55144308943088,160.37849999999997,40.72843107678276,11624.799475609756,11906.6845,1765.7121556809782,,,
Taiwan,TWN,1383.62,70.358,728.6713699186993,715.9965,327.36595160045886,33799.29709349594,33754.7365,13122.65339625801,88.82357317073172,3.249329268292683,0.03655682047814411
Tajikistan,TJK,82.803,55.354,66.3983,65.6405,6.6749483849224855,9321.674833333333,9137.3445,1990.2242955458312,,,
Tanzania,TZA,57.783,11.041,21.87512295081967,18.814999999999998,10.50953688230961,638.4766721311476,609.4335,114.87581808364841,,,
Thailand,THA,1482.659,30.707,566.7010365853658,515.0575,354.16145987277315,9266.09043089431,8847.597000000002,4754.341812374188,96.07872764227642,3.9212723577235775,0.040949331774708275
Togo,TGO,12.019,2.543,5.635880952380952,4.627,2.982025994900528,1009.8315714285715,936.906,271.8250557924041,,,
Tonga,TON,0.72,0.115,0.4555,0.506,0.1655644079225113,4406.089547619047,4709.112,1518.7245331297906,,,
Trinidad and Tobago,TTO,233.871,33.626,95.89979268292684,79.7305,50.60523528697915,73315.09967479674,62242.504,32284.5217724483,99.9930081300813,0.0069918699186991866,6.992361335519537e-05
Tunisia,TUN,122.037,37.691,84.09765853658537,85.631,15.276255471374826,8214.325170731707,8254.56,856.8284950205949,,,
Turkey,TUR,1947.841,91.433,707.7349146341463,645.3115,388.8416006710772,11468.1955,11166.3845,4057.8452280786987,87.34227642276423,12.657723577235773,0.14532891163162207
Turkmenistan,TKM,458.947,107.38,218.68352631578946,176.892,99.12253995440594,44014.531763157895,42451.088,12790.721321368115,99.9936052631579,0.006394736842105263,6.395167136299807e-05
Turks and Caicos Islands,TCA,0.987,0.012,0.37671428571428567,0.298,0.3741537629471687,12076.42156547619,15530.8555,11004.580479771104,,,
Tuvalu,TUV,0.012,0.012,0.012,0.012,0.0,131.47825,131.47825,0.0,,,
Uganda,UGA,35.163,3.334,13.914619047619047,10.453,10.234057807985517,471.09292857142856,424.842,182.19793307539462,,,
Ukraine,UKR,3194.697,647.501,1628.5040847457628,1585.6645,381.7125152869323,33619.69093220339,32790.6835,6766.815575142393,83.27884745762712,2.1853305084745767,0.026656875183976688
United Arab Emirates,ARE,1402.732,0.855,474.5716829268293,444.072,306.48608952797963,128095.25246227643,134576.305,36762.46962855805,,,
United Kingdom,GBR,2713.482,1973.261,2468.9534105691055,2484.3175,121.77206723432349,42603.21116260163,43461.842000000004,3241.0046560516544,90.48535772357724,1.9429349593495935,0.023491533498440263
United States,USA,27063.787,14439.701,23269.278796747967,23605.205,2392.1537771683147,88659.51064634147,89570.14850000001,4399.327348467378,88.08045934959348,5.003743902439025,0.05717995170045222
United States Virgin Islands,VIR,70.048,5.951,22.68045238095238,12.4375,20.02086866028323,131100.8643838096,122250.094,31116.964085158637,,,
Uruguay,URY,68.517,28.417,47.69180232558139,46.6085,12.477042826889797,14573.833546511629,14155.200499999999,3234.6063126541435,,,
Uzbekistan,UZB,616.747,457.333,534.9753684210526,531.424,36.94116207102714,20912.204105263158,21420.4315,3129.116063408211,96.68055263157895,3.3194473684210526,0.03436469632496366
Vanuatu,VUT,0.995,0.212,0.5106666666666667,0.4795,0.2196410227206853,2547.8370714285716,2588.305,889.307288941131,,,
Venezuela,VEN,1023.758,191.485,613.8485487804877,610.6555,179.3612544460272,29246.207231707318,30013.3885,3785.4139617753535,80.90770325203252,19.09229674796748,0.24172071623402613
Vietnam,VNM,1274.762,29.455,201.37175203252033,103.70849999999999,268.3973038987698,2767.714073170732,1914.161,2625.5893832505153,81.34602032520326,18.653979674796748,0.23161758260854112
Western Sahara,ESH,1.096,0.691,0.9558095238095238,1.0525,0.13393158757734208,3669.594619047619,3694.2655,1229.6109591976337,,,
Yemen,YEM,102.78,27.986,55.914872093023256,46.2035,22.452582402936002,3027.5889651162793,3350.3645,882.3990042909697,,,
Zambia,ZMB,66.576,28.266,37.125918032786885,36.1205,5.856239738733667,3410.3178688524595,3200.3005000000003,756.5607521415084,,,
Zimbabwe,ZWE,62.641,39.537,51.670117886178865,52.2595,3.813192126415367,4590.302524390243,4639.2294999999995,551.6270051093825,,,
